caseid,answer,generated_text
fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f__full,"{""gt_group_ca"":7,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f__v3_rideshare,"{""gt_group_ca"":7,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f__v3_public_transit,"{""gt_group_ca"":7,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f__v3_voice,"{""gt_group_ca"":7,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__demos,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__employment,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__geo,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__transit,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__full,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__v3_rideshare,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__v3_public_transit,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__v3_voice,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__demos,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__employment,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__geo,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__transit,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__full,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__v3_rideshare,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__v3_public_transit,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__v3_voice,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__demos,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__employment,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__geo,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__transit,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__full,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__v3_rideshare,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__v3_public_transit,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__v3_voice,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__demos,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__employment,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__geo,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__transit,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__full,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__v3_rideshare,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__v3_public_transit,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__v3_voice,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
be2320c1076e2b66cb5cad7a6f8b704b80d4a32b864889e7791a0b35dda0dde0__demos,"{""gt_group_ca"":8,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
be2320c1076e2b66cb5cad7a6f8b704b80d4a32b864889e7791a0b35dda0dde0__employment,"{""gt_group_ca"":8,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
be2320c1076e2b66cb5cad7a6f8b704b80d4a32b864889e7791a0b35dda0dde0__geo,"{""gt_group_ca"":8,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
be2320c1076e2b66cb5cad7a6f8b704b80d4a32b864889e7791a0b35dda0dde0__transit,"{""gt_group_ca"":8,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
be2320c1076e2b66cb5cad7a6f8b704b80d4a32b864889e7791a0b35dda0dde0__full,"{""gt_group_ca"":8,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
be2320c1076e2b66cb5cad7a6f8b704b80d4a32b864889e7791a0b35dda0dde0__v3_rideshare,"{""gt_group_ca"":8,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
be2320c1076e2b66cb5cad7a6f8b704b80d4a32b864889e7791a0b35dda0dde0__v3_public_transit,"{""gt_group_ca"":8,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
be2320c1076e2b66cb5cad7a6f8b704b80d4a32b864889e7791a0b35dda0dde0__v3_voice,"{""gt_group_ca"":8,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
433b85694c3c4bfb19942e0aadb6062c270ac97349ed36194679af66e02d188a__demos,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
433b85694c3c4bfb19942e0aadb6062c270ac97349ed36194679af66e02d188a__employment,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
433b85694c3c4bfb19942e0aadb6062c270ac97349ed36194679af66e02d188a__geo,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
433b85694c3c4bfb19942e0aadb6062c270ac97349ed36194679af66e02d188a__transit,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
433b85694c3c4bfb19942e0aadb6062c270ac97349ed36194679af66e02d188a__full,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
433b85694c3c4bfb19942e0aadb6062c270ac97349ed36194679af66e02d188a__v3_rideshare,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
433b85694c3c4bfb19942e0aadb6062c270ac97349ed36194679af66e02d188a__v3_public_transit,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
433b85694c3c4bfb19942e0aadb6062c270ac97349ed36194679af66e02d188a__v3_voice,"{""gt_group_ca"":6,""gt_interpersonal_ca"":6,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
3b1a89a349b24f06bb8d663b74181ba84b2f105ab758867712a62442f317df06__demos,"{""gt_group_ca"":20,""gt_interpersonal_ca"":17,""gt_group_band"":""high"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
3b1a89a349b24f06bb8d663b74181ba84b2f105ab758867712a62442f317df06__employment,"{""gt_group_ca"":20,""gt_interpersonal_ca"":17,""gt_group_band"":""high"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
3b1a89a349b24f06bb8d663b74181ba84b2f105ab758867712a62442f317df06__geo,"{""gt_group_ca"":20,""gt_interpersonal_ca"":17,""gt_group_band"":""high"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
3b1a89a349b24f06bb8d663b74181ba84b2f105ab758867712a62442f317df06__transit,"{""gt_group_ca"":20,""gt_interpersonal_ca"":17,""gt_group_band"":""high"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
3b1a89a349b24f06bb8d663b74181ba84b2f105ab758867712a62442f317df06__full,"{""gt_group_ca"":20,""gt_interpersonal_ca"":17,""gt_group_band"":""high"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
3b1a89a349b24f06bb8d663b74181ba84b2f105ab758867712a62442f317df06__v3_rideshare,"{""gt_group_ca"":20,""gt_interpersonal_ca"":17,""gt_group_band"":""high"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
3b1a89a349b24f06bb8d663b74181ba84b2f105ab758867712a62442f317df06__v3_public_transit,"{""gt_group_ca"":20,""gt_interpersonal_ca"":17,""gt_group_band"":""high"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
3b1a89a349b24f06bb8d663b74181ba84b2f105ab758867712a62442f317df06__v3_voice,"{""gt_group_ca"":20,""gt_interpersonal_ca"":17,""gt_group_band"":""high"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
1c934bb5c05cb1694da7159da41e9d326792edfca3556cf1b0018a21c08ff678__demos,"{""gt_group_ca"":12,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
1c934bb5c05cb1694da7159da41e9d326792edfca3556cf1b0018a21c08ff678__employment,"{""gt_group_ca"":12,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
1c934bb5c05cb1694da7159da41e9d326792edfca3556cf1b0018a21c08ff678__geo,"{""gt_group_ca"":12,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
1c934bb5c05cb1694da7159da41e9d326792edfca3556cf1b0018a21c08ff678__transit,"{""gt_group_ca"":12,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
1c934bb5c05cb1694da7159da41e9d326792edfca3556cf1b0018a21c08ff678__full,"{""gt_group_ca"":12,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
1c934bb5c05cb1694da7159da41e9d326792edfca3556cf1b0018a21c08ff678__v3_rideshare,"{""gt_group_ca"":12,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
1c934bb5c05cb1694da7159da41e9d326792edfca3556cf1b0018a21c08ff678__v3_public_transit,"{""gt_group_ca"":12,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
1c934bb5c05cb1694da7159da41e9d326792edfca3556cf1b0018a21c08ff678__v3_voice,"{""gt_group_ca"":12,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
22745e62dc7a649ee1d49a05a53f2f366e7ce0551afb51340496bd088d3a57bb__demos,"{""gt_group_ca"":14,""gt_interpersonal_ca"":15,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
22745e62dc7a649ee1d49a05a53f2f366e7ce0551afb51340496bd088d3a57bb__employment,"{""gt_group_ca"":14,""gt_interpersonal_ca"":15,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
22745e62dc7a649ee1d49a05a53f2f366e7ce0551afb51340496bd088d3a57bb__geo,"{""gt_group_ca"":14,""gt_interpersonal_ca"":15,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""moderate""}","{   ""self_reported_group_ca"": 18,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""low"" }"
