caseid,prompt,participant_id,tier,answer
0c2d35c36faca185b01b0e0414f7b7c70ac67c86e6cc05853ddde494d5050954__geo,"You are a 33-year-old man living in the United States. You are a student.

Your employment status is Other.

Your approximate survey location is near latitude 41.3 and longitude -84.4.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",0c2d35c36faca185b01b0e0414f7b7c70ac67c86e6cc05853ddde494d5050954,geo,"{""gt_group_ca"":16,""gt_interpersonal_ca"":25,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}"
0c2d35c36faca185b01b0e0414f7b7c70ac67c86e6cc05853ddde494d5050954__transit,"You are a 33-year-old man living in the United States. You are a student.

Your employment status is Other.

Your approximate survey location is near latitude 41.3 and longitude -84.4.

In the last three months, you never used public transportation (bus, train, tram, etc.). In the last three months, you never used ride share platforms (Lyft, Uber, DiDi, etc.).

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",0c2d35c36faca185b01b0e0414f7b7c70ac67c86e6cc05853ddde494d5050954,transit,"{""gt_group_ca"":16,""gt_interpersonal_ca"":25,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}"
0c2d35c36faca185b01b0e0414f7b7c70ac67c86e6cc05853ddde494d5050954__full,"You are a 33-year-old man living in the United States. You are a student.

Your employment status is Other.

Your approximate survey location is near latitude 41.3 and longitude -84.4.

In the last three months, you never used public transportation (bus, train, tram, etc.). In the last three months, you never used ride share platforms (Lyft, Uber, DiDi, etc.).

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",0c2d35c36faca185b01b0e0414f7b7c70ac67c86e6cc05853ddde494d5050954,full,"{""gt_group_ca"":16,""gt_interpersonal_ca"":25,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}"
8312fd61bd323a93df5b3fe6d112f157b7f2a8a5ebaa37269f811eb4f3a73a75__demos,"You are a 37-year-old woman living in the United States. You are not a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",8312fd61bd323a93df5b3fe6d112f157b7f2a8a5ebaa37269f811eb4f3a73a75,demos,"{""gt_group_ca"":9,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
8312fd61bd323a93df5b3fe6d112f157b7f2a8a5ebaa37269f811eb4f3a73a75__employment,"You are a 37-year-old woman living in the United States. You are not a student.

You work full-time.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",8312fd61bd323a93df5b3fe6d112f157b7f2a8a5ebaa37269f811eb4f3a73a75,employment,"{""gt_group_ca"":9,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
8312fd61bd323a93df5b3fe6d112f157b7f2a8a5ebaa37269f811eb4f3a73a75__geo,"You are a 37-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 37.5 and longitude -77.6.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",8312fd61bd323a93df5b3fe6d112f157b7f2a8a5ebaa37269f811eb4f3a73a75,geo,"{""gt_group_ca"":9,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
8312fd61bd323a93df5b3fe6d112f157b7f2a8a5ebaa37269f811eb4f3a73a75__transit,"You are a 37-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 37.5 and longitude -77.6.

In the last three months, you used public transportation (bus, train, tram, etc.) 8 or more days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 4-8 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",8312fd61bd323a93df5b3fe6d112f157b7f2a8a5ebaa37269f811eb4f3a73a75,transit,"{""gt_group_ca"":9,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
8312fd61bd323a93df5b3fe6d112f157b7f2a8a5ebaa37269f811eb4f3a73a75__full,"You are a 37-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 37.5 and longitude -77.6.

In the last three months, you used public transportation (bus, train, tram, etc.) 8 or more days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 4-8 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",8312fd61bd323a93df5b3fe6d112f157b7f2a8a5ebaa37269f811eb4f3a73a75,full,"{""gt_group_ca"":9,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f__demos,"You are a 32-year-old man living in the United States. You are not a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f,demos,"{""gt_group_ca"":7,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}"
fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f__employment,"You are a 32-year-old man living in the United States. You are not a student.

You work full-time.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f,employment,"{""gt_group_ca"":7,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}"
fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f__geo,"You are a 32-year-old man living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 39.8 and longitude -75.0.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f,geo,"{""gt_group_ca"":7,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}"
fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f__transit,"You are a 32-year-old man living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 39.8 and longitude -75.0.

In the last three months, you used public transportation (bus, train, tram, etc.) 2-4 days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 0-1 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f,transit,"{""gt_group_ca"":7,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}"
fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f__full,"You are a 32-year-old man living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 39.8 and longitude -75.0.

In the last three months, you used public transportation (bus, train, tram, etc.) 2-4 days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 0-1 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f,full,"{""gt_group_ca"":7,""gt_interpersonal_ca"":14,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__demos,"You are a 26-year-old woman living in the United States. You are not a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077,demos,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__employment,"You are a 26-year-old woman living in the United States. You are not a student.

You work full-time.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077,employment,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__geo,"You are a 26-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 47.4 and longitude -92.5.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077,geo,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__transit,"You are a 26-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 47.4 and longitude -92.5.

In the last three months, you used public transportation (bus, train, tram, etc.) 4-8 days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 4-8 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077,transit,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}"
ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077__full,"You are a 26-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 47.4 and longitude -92.5.

In the last three months, you used public transportation (bus, train, tram, etc.) 4-8 days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 4-8 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077,full,"{""gt_group_ca"":14,""gt_interpersonal_ca"":13,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""low""}"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__demos,"You are a 47-year-old woman living in the United States. You are not a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a,demos,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__employment,"You are a 47-year-old woman living in the United States. You are not a student.

You work full-time.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a,employment,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__geo,"You are a 47-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 37.5 and longitude -97.7.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a,geo,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__transit,"You are a 47-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 37.5 and longitude -97.7.

In the last three months, you used public transportation (bus, train, tram, etc.) 0-1 days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 2-4 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a,transit,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a__full,"You are a 47-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 37.5 and longitude -97.7.

In the last three months, you used public transportation (bus, train, tram, etc.) 0-1 days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 2-4 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a,full,"{""gt_group_ca"":11,""gt_interpersonal_ca"":12,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__demos,"You are a 36-year-old woman living in the United States. You are a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7,demos,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__employment,"You are a 36-year-old woman living in the United States. You are a student.

Your employment status is Other.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7,employment,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__geo,"You are a 36-year-old woman living in the United States. You are a student.

Your employment status is Other.

Your approximate survey location is near latitude 35.1 and longitude -88.4.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7,geo,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__transit,"You are a 36-year-old woman living in the United States. You are a student.

Your employment status is Other.

Your approximate survey location is near latitude 35.1 and longitude -88.4.

In the last three months, you used public transportation (bus, train, tram, etc.) 8 or more days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 2-4 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7,transit,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}"
137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7__full,"You are a 36-year-old woman living in the United States. You are a student.

Your employment status is Other.

Your approximate survey location is near latitude 35.1 and longitude -88.4.

In the last three months, you used public transportation (bus, train, tram, etc.) 8 or more days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 2-4 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7,full,"{""gt_group_ca"":18,""gt_interpersonal_ca"":24,""gt_group_band"":""moderate"",""gt_interpersonal_band"":""high""}"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__demos,"You are a 38-year-old woman living in the United States. You are not a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3,demos,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__employment,"You are a 38-year-old woman living in the United States. You are not a student.

You work full-time.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3,employment,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__geo,"You are a 38-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 38.6 and longitude -87.7.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3,geo,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__transit,"You are a 38-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 38.6 and longitude -87.7.

In the last three months, you used public transportation (bus, train, tram, etc.) 2-4 days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 2-4 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3,transit,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3__full,"You are a 38-year-old woman living in the United States. You are not a student.

You work full-time.

Your approximate survey location is near latitude 38.6 and longitude -87.7.

In the last three months, you used public transportation (bus, train, tram, etc.) 2-4 days a month. On a typical day of public transportation use, you take 1-2 rides. In the last three months, you used ride share platforms (Lyft, Uber, DiDi, etc.) 2-4 days a month. On a typical day of ride share use, you take 1-2 rides.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3,full,"{""gt_group_ca"":10,""gt_interpersonal_ca"":11,""gt_group_band"":""low"",""gt_interpersonal_band"":""low""}"
be2320c1076e2b66cb5cad7a6f8b704b80d4a32b864889e7791a0b35dda0dde0__demos,"You are a 34-year-old woman living in the United States. You are not a student.

Rate your communication apprehension in two contexts independently:
(1) group discussions, and (2) one-on-one conversations with new people.

For each context, report an integer from 6 (very low) to 30 (very high) and its band (low / moderate / high). Mid-scale scores are common (about 14–19). Travel and ride-share habits are background context — they do not by themselves determine one-on-one conversation anxiety.

Return ONLY the JSON object specified in the system instructions.",be2320c1076e2b66cb5cad7a6f8b704b80d4a32b864889e7791a0b35dda0dde0,demos,"{""gt_group_ca"":8,""gt_interpersonal_ca"":15,""gt_group_band"":""low"",""gt_interpersonal_band"":""moderate""}"
