caseid,participant_id,tier,provider,model,raw_response,error,pred_group_ca,pred_interpersonal_ca,pred_group_band,pred_interpersonal_band,Age,Sex,Country of residence,Student status,Employment status,LocationLatitude,LocationLongitude,gt_group_ca,gt_interpersonal_ca,gt_group_band,gt_interpersonal_band,error_group,abs_error_group,score_distance_group,norm_score_distance_group,exact_match_group,pred_group_band_reported,pred_group_band_resolved,band_match_group,band_distance_group,norm_band_distance_group,error_interpersonal,abs_error_interpersonal,score_distance_interpersonal,norm_score_distance_interpersonal,exact_match_interpersonal,pred_interpersonal_band_reported,pred_interpersonal_band_resolved,band_match_interpersonal,band_distance_interpersonal,norm_band_distance_interpersonal
4d2636ad20c055a0424fc4b05384b67c0fddd7345505b86e42f37e936deadea9__transit,4d2636ad20c055a0424fc4b05384b67c0fddd7345505b86e42f37e936deadea9,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,65.0,Male,United States,No,Full-Time,44.47,-92.6027,8,7,low,low,2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,9,9,9,0.375,False,moderate,moderate,False,1,0.5
4d2636ad20c055a0424fc4b05384b67c0fddd7345505b86e42f37e936deadea9__full,4d2636ad20c055a0424fc4b05384b67c0fddd7345505b86e42f37e936deadea9,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,65.0,Male,United States,No,Full-Time,44.47,-92.6027,8,7,low,low,2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,9,9,9,0.375,False,moderate,moderate,False,1,0.5
74cdd143e43b6f3acdefaab72f024f252daf345eea4ef641ec4418114fb420d0__demos,74cdd143e43b6f3acdefaab72f024f252daf345eea4ef641ec4418114fb420d0,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,32.0,Female,United States,,Full-Time,39.8503,-75.8253,19,18,moderate,moderate,-9,9,9,0.375,False,moderate,low,False,1,0.5,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
74cdd143e43b6f3acdefaab72f024f252daf345eea4ef641ec4418114fb420d0__employment,74cdd143e43b6f3acdefaab72f024f252daf345eea4ef641ec4418114fb420d0,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,32.0,Female,United States,,Full-Time,39.8503,-75.8253,19,18,moderate,moderate,-9,9,9,0.375,False,moderate,low,False,1,0.5,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
74cdd143e43b6f3acdefaab72f024f252daf345eea4ef641ec4418114fb420d0__geo,74cdd143e43b6f3acdefaab72f024f252daf345eea4ef641ec4418114fb420d0,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,32.0,Female,United States,,Full-Time,39.8503,-75.8253,19,18,moderate,moderate,-9,9,9,0.375,False,moderate,low,False,1,0.5,-2,2,2,0.08333333333333333,False,moderate,moderate,True,0,0.0
74cdd143e43b6f3acdefaab72f024f252daf345eea4ef641ec4418114fb420d0__transit,74cdd143e43b6f3acdefaab72f024f252daf345eea4ef641ec4418114fb420d0,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 12,   ""self_reported_interpersonal_ca"": 18,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,12,18,moderate,moderate,32.0,Female,United States,,Full-Time,39.8503,-75.8253,19,18,moderate,moderate,-7,7,7,0.2916666666666667,False,moderate,low,False,1,0.5,0,0,0,0.0,True,moderate,moderate,True,0,0.0
74cdd143e43b6f3acdefaab72f024f252daf345eea4ef641ec4418114fb420d0__full,74cdd143e43b6f3acdefaab72f024f252daf345eea4ef641ec4418114fb420d0,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 12,   ""self_reported_interpersonal_ca"": 18,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,12,18,moderate,moderate,32.0,Female,United States,,Full-Time,39.8503,-75.8253,19,18,moderate,moderate,-7,7,7,0.2916666666666667,False,moderate,low,False,1,0.5,0,0,0,0.0,True,moderate,moderate,True,0,0.0
6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0__demos,6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,35.0,Female,United States,No,Full-Time,29.92,-95.5085,10,10,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,6,6,6,0.25,False,moderate,moderate,False,1,0.5
6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0__employment,6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,35.0,Female,United States,No,Full-Time,29.92,-95.5085,10,10,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,6,6,6,0.25,False,moderate,moderate,False,1,0.5
6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0__geo,6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,35.0,Female,United States,No,Full-Time,29.92,-95.5085,10,10,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,6,6,6,0.25,False,moderate,moderate,False,1,0.5
6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0__transit,6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,35.0,Female,United States,No,Full-Time,29.92,-95.5085,10,10,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,6,6,6,0.25,False,moderate,moderate,False,1,0.5
6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0__full,6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,35.0,Female,United States,No,Full-Time,29.92,-95.5085,10,10,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,6,6,6,0.25,False,moderate,moderate,False,1,0.5
aac87b1d9f02e48da0b94297f1353bec2c0057d8ca6e15616562b9303d3aec69__demos,aac87b1d9f02e48da0b94297f1353bec2c0057d8ca6e15616562b9303d3aec69,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,39.0,Female,United States,No,Full-Time,42.7086,-72.60310000000001,10,13,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,3,3,3,0.125,False,moderate,moderate,False,1,0.5
aac87b1d9f02e48da0b94297f1353bec2c0057d8ca6e15616562b9303d3aec69__employment,aac87b1d9f02e48da0b94297f1353bec2c0057d8ca6e15616562b9303d3aec69,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,39.0,Female,United States,No,Full-Time,42.7086,-72.60310000000001,10,13,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,3,3,3,0.125,False,moderate,moderate,False,1,0.5
aac87b1d9f02e48da0b94297f1353bec2c0057d8ca6e15616562b9303d3aec69__geo,aac87b1d9f02e48da0b94297f1353bec2c0057d8ca6e15616562b9303d3aec69,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,39.0,Female,United States,No,Full-Time,42.7086,-72.60310000000001,10,13,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,3,3,3,0.125,False,moderate,moderate,False,1,0.5
aac87b1d9f02e48da0b94297f1353bec2c0057d8ca6e15616562b9303d3aec69__transit,aac87b1d9f02e48da0b94297f1353bec2c0057d8ca6e15616562b9303d3aec69,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,39.0,Female,United States,No,Full-Time,42.7086,-72.60310000000001,10,13,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,3,3,3,0.125,False,moderate,moderate,False,1,0.5
aac87b1d9f02e48da0b94297f1353bec2c0057d8ca6e15616562b9303d3aec69__full,aac87b1d9f02e48da0b94297f1353bec2c0057d8ca6e15616562b9303d3aec69,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,39.0,Female,United States,No,Full-Time,42.7086,-72.60310000000001,10,13,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,3,3,3,0.125,False,moderate,moderate,False,1,0.5
e0c7f7fdb941d16c191a2c26f534fa43364445ac13d977c415289f443db4a1d8__demos,e0c7f7fdb941d16c191a2c26f534fa43364445ac13d977c415289f443db4a1d8,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,53.0,Male,United States,No,Full-Time,42.0725,-97.1292,23,16,high,moderate,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,0,0,0,0.0,True,moderate,moderate,True,0,0.0
e0c7f7fdb941d16c191a2c26f534fa43364445ac13d977c415289f443db4a1d8__employment,e0c7f7fdb941d16c191a2c26f534fa43364445ac13d977c415289f443db4a1d8,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,53.0,Male,United States,No,Full-Time,42.0725,-97.1292,23,16,high,moderate,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,0,0,0,0.0,True,moderate,moderate,True,0,0.0
e0c7f7fdb941d16c191a2c26f534fa43364445ac13d977c415289f443db4a1d8__geo,e0c7f7fdb941d16c191a2c26f534fa43364445ac13d977c415289f443db4a1d8,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,53.0,Male,United States,No,Full-Time,42.0725,-97.1292,23,16,high,moderate,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,0,0,0,0.0,True,moderate,moderate,True,0,0.0
e0c7f7fdb941d16c191a2c26f534fa43364445ac13d977c415289f443db4a1d8__transit,e0c7f7fdb941d16c191a2c26f534fa43364445ac13d977c415289f443db4a1d8,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,12,moderate,moderate,53.0,Male,United States,No,Full-Time,42.0725,-97.1292,23,16,high,moderate,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-4,4,4,0.16666666666666666,False,moderate,low,False,1,0.5
e0c7f7fdb941d16c191a2c26f534fa43364445ac13d977c415289f443db4a1d8__full,e0c7f7fdb941d16c191a2c26f534fa43364445ac13d977c415289f443db4a1d8,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,12,moderate,moderate,53.0,Male,United States,No,Full-Time,42.0725,-97.1292,23,16,high,moderate,-13,13,13,0.5416666666666666,False,moderate,low,False,2,1.0,-4,4,4,0.16666666666666666,False,moderate,low,False,1,0.5
2ec6d46dd4fd933499847e83eb4d8322bca18d5440e8a5967652996718052950__demos,2ec6d46dd4fd933499847e83eb4d8322bca18d5440e8a5967652996718052950,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,60.0,Male,United States,No,Other,42.2047,-76.5511,12,12,low,low,-2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,4,4,4,0.16666666666666666,False,moderate,moderate,False,1,0.5
2ec6d46dd4fd933499847e83eb4d8322bca18d5440e8a5967652996718052950__employment,2ec6d46dd4fd933499847e83eb4d8322bca18d5440e8a5967652996718052950,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,60.0,Male,United States,No,Other,42.2047,-76.5511,12,12,low,low,-2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,4,4,4,0.16666666666666666,False,moderate,moderate,False,1,0.5
2ec6d46dd4fd933499847e83eb4d8322bca18d5440e8a5967652996718052950__geo,2ec6d46dd4fd933499847e83eb4d8322bca18d5440e8a5967652996718052950,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,60.0,Male,United States,No,Other,42.2047,-76.5511,12,12,low,low,-2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,4,4,4,0.16666666666666666,False,moderate,moderate,False,1,0.5
2ec6d46dd4fd933499847e83eb4d8322bca18d5440e8a5967652996718052950__transit,2ec6d46dd4fd933499847e83eb4d8322bca18d5440e8a5967652996718052950,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,12,moderate,moderate,60.0,Male,United States,No,Other,42.2047,-76.5511,12,12,low,low,-2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,0,0,0,0.0,True,moderate,low,True,0,0.0
2ec6d46dd4fd933499847e83eb4d8322bca18d5440e8a5967652996718052950__full,2ec6d46dd4fd933499847e83eb4d8322bca18d5440e8a5967652996718052950,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,12,moderate,moderate,60.0,Male,United States,No,Other,42.2047,-76.5511,12,12,low,low,-2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,0,0,0,0.0,True,moderate,low,True,0,0.0
0bf4a5b64f16f705af6ef63539257d40c83ca841ae98e786d8cab3a75d066510__demos,0bf4a5b64f16f705af6ef63539257d40c83ca841ae98e786d8cab3a75d066510,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,36.0,Female,United States,No,Full-Time,37.061,-97.302,12,13,low,low,-2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,3,3,3,0.125,False,moderate,moderate,False,1,0.5
0bf4a5b64f16f705af6ef63539257d40c83ca841ae98e786d8cab3a75d066510__employment,0bf4a5b64f16f705af6ef63539257d40c83ca841ae98e786d8cab3a75d066510,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,36.0,Female,United States,No,Full-Time,37.061,-97.302,12,13,low,low,-2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,3,3,3,0.125,False,moderate,moderate,False,1,0.5
0bf4a5b64f16f705af6ef63539257d40c83ca841ae98e786d8cab3a75d066510__geo,0bf4a5b64f16f705af6ef63539257d40c83ca841ae98e786d8cab3a75d066510,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,36.0,Female,United States,No,Full-Time,37.061,-97.302,12,13,low,low,-2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,3,3,3,0.125,False,moderate,moderate,False,1,0.5
0bf4a5b64f16f705af6ef63539257d40c83ca841ae98e786d8cab3a75d066510__transit,0bf4a5b64f16f705af6ef63539257d40c83ca841ae98e786d8cab3a75d066510,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,36.0,Female,United States,No,Full-Time,37.061,-97.302,12,13,low,low,-2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,3,3,3,0.125,False,moderate,moderate,False,1,0.5
0bf4a5b64f16f705af6ef63539257d40c83ca841ae98e786d8cab3a75d066510__full,0bf4a5b64f16f705af6ef63539257d40c83ca841ae98e786d8cab3a75d066510,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,36.0,Female,United States,No,Full-Time,37.061,-97.302,12,13,low,low,-2,2,2,0.08333333333333333,False,moderate,low,True,0,0.0,3,3,3,0.125,False,moderate,moderate,False,1,0.5
a6be4ac159b038e6b53160afc668852bcc6da4cca25de4bae3aab83cc483ef78__demos,a6be4ac159b038e6b53160afc668852bcc6da4cca25de4bae3aab83cc483ef78,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,43.0,Female,United States,No,Full-Time,36.2586,-86.5942,22,16,high,moderate,-12,12,12,0.5,False,moderate,low,False,2,1.0,0,0,0,0.0,True,moderate,moderate,True,0,0.0
a6be4ac159b038e6b53160afc668852bcc6da4cca25de4bae3aab83cc483ef78__employment,a6be4ac159b038e6b53160afc668852bcc6da4cca25de4bae3aab83cc483ef78,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,43.0,Female,United States,No,Full-Time,36.2586,-86.5942,22,16,high,moderate,-12,12,12,0.5,False,moderate,low,False,2,1.0,0,0,0,0.0,True,moderate,moderate,True,0,0.0
a6be4ac159b038e6b53160afc668852bcc6da4cca25de4bae3aab83cc483ef78__geo,a6be4ac159b038e6b53160afc668852bcc6da4cca25de4bae3aab83cc483ef78,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,43.0,Female,United States,No,Full-Time,36.2586,-86.5942,22,16,high,moderate,-12,12,12,0.5,False,moderate,low,False,2,1.0,0,0,0,0.0,True,moderate,moderate,True,0,0.0
a6be4ac159b038e6b53160afc668852bcc6da4cca25de4bae3aab83cc483ef78__transit,a6be4ac159b038e6b53160afc668852bcc6da4cca25de4bae3aab83cc483ef78,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,12,moderate,moderate,43.0,Female,United States,No,Full-Time,36.2586,-86.5942,22,16,high,moderate,-12,12,12,0.5,False,moderate,low,False,2,1.0,-4,4,4,0.16666666666666666,False,moderate,low,False,1,0.5
a6be4ac159b038e6b53160afc668852bcc6da4cca25de4bae3aab83cc483ef78__full,a6be4ac159b038e6b53160afc668852bcc6da4cca25de4bae3aab83cc483ef78,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 12,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,12,moderate,moderate,43.0,Female,United States,No,Full-Time,36.2586,-86.5942,22,16,high,moderate,-12,12,12,0.5,False,moderate,low,False,2,1.0,-4,4,4,0.16666666666666666,False,moderate,low,False,1,0.5
1bd40f32f179f589604b8c5ce7c98f245da1456225ba20692e14c9bc6a7124fb__demos,1bd40f32f179f589604b8c5ce7c98f245da1456225ba20692e14c9bc6a7124fb,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,33.0,Male,United States,No,Full-Time,33.8658,-118.2893,10,11,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5
1bd40f32f179f589604b8c5ce7c98f245da1456225ba20692e14c9bc6a7124fb__employment,1bd40f32f179f589604b8c5ce7c98f245da1456225ba20692e14c9bc6a7124fb,employment,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,33.0,Male,United States,No,Full-Time,33.8658,-118.2893,10,11,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5
1bd40f32f179f589604b8c5ce7c98f245da1456225ba20692e14c9bc6a7124fb__geo,1bd40f32f179f589604b8c5ce7c98f245da1456225ba20692e14c9bc6a7124fb,geo,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,33.0,Male,United States,No,Full-Time,33.8658,-118.2893,10,11,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5
1bd40f32f179f589604b8c5ce7c98f245da1456225ba20692e14c9bc6a7124fb__transit,1bd40f32f179f589604b8c5ce7c98f245da1456225ba20692e14c9bc6a7124fb,transit,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,33.0,Male,United States,No,Full-Time,33.8658,-118.2893,10,11,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5
1bd40f32f179f589604b8c5ce7c98f245da1456225ba20692e14c9bc6a7124fb__full,1bd40f32f179f589604b8c5ce7c98f245da1456225ba20692e14c9bc6a7124fb,full,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,33.0,Male,United States,No,Full-Time,33.8658,-118.2893,10,11,low,low,0,0,0,0.0,True,moderate,low,True,0,0.0,5,5,5,0.20833333333333334,False,moderate,moderate,False,1,0.5
844eb500254d91c59c46b13b4e2c9bb9c2bd487a3dfea1240570cee252a1b229__demos,844eb500254d91c59c46b13b4e2c9bb9c2bd487a3dfea1240570cee252a1b229,demos,vllm,meta-llama/Llama-3.2-3B-Instruct,"{   ""self_reported_group_ca"": 10,   ""self_reported_interpersonal_ca"": 16,   ""self_reported_band_group"": ""moderate"",   ""self_reported_band_interpersonal"": ""moderate"" }",,10,16,moderate,moderate,24.0,Female,United States,No,Full-Time,37.691,-97.122,18,17,moderate,moderate,-8,8,8,0.3333333333333333,False,moderate,low,False,1,0.5,-1,1,1,0.041666666666666664,False,moderate,moderate,True,0,0.0
